class,tweet,CHARACTER_COMBINATION,CHARACTER_MASKING,CHARACTER_SPLITTING,CHARACTER_SUBSTITUTION,CHARACTER_SWAPPING,WORD_ABBREVIATION,WORD_HOMOPHONE_SUB,WORD_LANG_SWITCH,WORD_NOISE,WORD_SPLITTING
0,"Stomach kisses, hip kisses, thigh kisses… know where I’m going?","Stomach kisses, Hp kisses, tHgh kisses… know where I’m going?","Stomach kisses, hip kisses, thigh kisses… know where I’m going?","Storriach 1<isses, hip 1<isses, thigh 1<isses… 1<riovv vvhere I’rri goirig?","Sτοnnα(h l<1sses, h1ρ l<1sses, τh1gh l<1sses… l<ηοω ωhere I’nn gο1ηg?","Stomach kisses, hip kisses, thigh kisses… know where I’m going?","Stomach kisses, hip kisses, thigh kisses… know where I’m going?","Stomach kisses, hip kisses, thigh kisses… know where I’m going?","Stomach kisses, hip kisses, thigh kisses… know where I’m going?","Stomach kisses, hip kisses, thigh kisses… know where I’m going?","Stomach kisses, hip kisses, thigh kisses… know where I’m going?"
0,"Spreading for you, baby! Oh please baby oh please eat me up!","Spreading for you, baby! Oh please baby oh please eat me up!","Spreading for you, baby! Oh please baby oh please eat me up!","Spreaclirig for you, baby! Oh please baby oh please eat rrie up!","Sρreαcl1ηg fοr yομ, βαβy! Oh ρ1eαse βαβy οh ρ1eαse eατ nne μρ!","Spreading for you, baby! Oh please baby oh please eat me up!","Spreading for you, baby! Oh please baby oh please eat me up!","Spreading for you, baby! Oh please baby oh please eat me up!","Spreading for you, baby! Oh please baby oh please eat me up!","Spreading for you, baby! Oh please baby oh please eat me up!","Spreading for you, baby! Oh please baby oh please eat me up!"
0,"Gliding my tongue, flicking your slit.","Gliding my tongue, fliding your slit.","Gliding my tongue, flicking your slit.","Gliclirig rriy torigue, flic1<irig your slit.","G11cl1ηg nny τοηgμe, f11(l<1ηg yομr s11τ.","Gliding my tongue, flicking your slit.","Gliding my tongue, flicking your slit.","Gliding my tongue, flicking your slit.","Gliding my tongue, flicking your slit.","Gliding my tongue, flicking your slit.","Gliding my tongue, flicking your slit."
0,"How’s my pussy, baby?","How’s my pussy, baby?","How’s my pu**y, baby?","1-1ovv’s rriy pussy, baby?","Hοω’s nny ρμssy, βαβy?","How’s my psusy, baby?","How’s my p, baby?","How’s my pusy, baby?","How’s my coño, baby?","How’s my p,uss,,y, baby?","How’s my puss y, baby?"
0,It’s heaven.,It’s heaven.,It’s heaven.,It’s heaveri.,Iτ’s heαveη.,It’s heaven.,It’s heaven.,It’s heaven.,It’s heaven.,It’s heaven.,It’s heaven.
0,Tell me how you like to eat my pussy.,Tell me how you like to eat my pussy.,Tell me how you like to eat my pu**y.,Tell rrie hovv you li1<e to eat rriy pussy.,Te11 nne hοω yομ 11l<e το eατ nny ρμssy.,Tell me how you like to eat my psusy.,Tell me how you like to eat my p.,Tell me how you like to eat my pusy.,Tell me how you like to eat my coño.,"Tell me how you like to eat my p,uss,,y.",Tell me how you like to eat my puss y.
0,Your cunt is like candy! Your thighs soft and supple like bubblegum.,Your cunt is like candy! Your tHghs soft and supple like bubblegum.,Your cu*t is like candy! Your thighs soft and supple like bubblegum.,Your curit is li1<e caricly! Your thighs soft aricl supple li1<e bubblegurri.,Yομr (μητ 1s 11l<e (αηcly! Yομr τh1ghs sοfτ αηcl sμρρ1e 11l<e βμββ1egμnn.,Your cunt is like candy! Your thighs soft and supple like bubblegum.,Your cunt is like candy! Your thighs soft and supple like bubblegum.,Your count is like candy! Your thighs soft and supple like bubblegum.,Your coño is like candy! Your thighs soft and supple like bubblegum.,"Your c,,,unt is like candy! Your thighs soft and supple like bubblegum.",Your cu nt is like candy! Your thighs soft and supple like bubblegum.
0,<burying my face between your legs>,<burying my face between your legs>,<burying my face between your legs>,<buryirig rriy face betvveeri your legs>,<βμry1ηg nny fα(e βeτωeeη yομr 1egs>,<burying my face between your legs>,<burying my face between your legs>,<burying my face between your legs>,<burying my face between your legs>,<burying my face between your legs>,<burying my face between your legs>
0,My clit is on fire! Please can I cum?,My dit is on fire! Please can I cum?,My cl*t is on fire! Please can I c*m?,My clit is ori fire! Please cari I curri?,My (11τ 1s οη f1re! P1eαse (αη I (μnn?,My clti is on fire! Please can I cmu?,My c is on fire! Please can I c?,My cleat is on fire! Please can I come?,My clit is on fire! Please can I cum?,"My cl,it is on fire! Please can I cu,m?",My c lit is on fire! Please can I c um?
0,Only if we can keep going.,Only if we can keep going.,Only if we can keep going.,Orily if vve cari 1<eep goirig.,Oη1y 1f ωe (αη l<eeρ gο1ηg.,Only if we can keep going.,Only if we can keep going.,Only if we can keep going.,Only if we can keep going.,Only if we can keep going.,Only if we can keep going.
0,I think your ass is jealous of your pussy.,I tHnk your ass is jealous of your pussy.,I think your a*s is jealous of your pu**y.,I thiri1< your ass is jealous of your pussy.,I τh1ηl< yομr αss 1s jeα1ομs οf yομr ρμssy.,I think your sas is jealous of your psusy.,I think your a is jealous of your p.,I think your ase is jealous of your pusy.,I think your culo is jealous of your coño.,"I think your a,ss is jealous of your p,uss,,y.",I think your as s is jealous of your puss y.
0,"Turn over, Ima eat your ass.","Tum over, Ima eat your ass.","Turn over, Ima eat your a*s.","Turri over, Irria eat your ass.","Tμrη οver, Innα eατ yομr αss.","Turn over, Ima eat your sas.","Turn over, Ima eat your a.","Turn over, Ima eat your ase.","Turn over, Ima eat your culo.","Turn over, Ima eat your a,ss.","Turn over, Ima eat your as s."
0,And then I’m gonna fuck it.,And then I’m goma fud it.,And then I’m gonna f**k it.,Aricl theri I’rri goriria fuc1< it.,Αηcl τheη I’nn gοηηα fμ(l< 1τ.,And then I’m gonna fukc it.,And then I’m gonna f it.,And then I’m gonna fack it.,And then I’m gonna mierda it.,"And then I’m gonna fuc,k it.",And then I’m gonna fu ck it.
0,OK I’m back (dropped the phone).,OK I’m bad (dropped the phone).,OK I’m back (dropped the phone).,O1< I’rri bac1< (clroppecl the phorie).,OK I’nn βα(l< (clrορρecl τhe ρhοηe).,OK I’m back (dropped the phone).,OK I’m back (dropped the phone).,OK I’m back (dropped the phone).,OK I’m back (dropped the phone).,OK I’m back (dropped the phone).,OK I’m back (dropped the phone).
0,"I’m glad you wanna eat my ass too, it’s been awhile.","I’m glad you wama eat my ass too, it’s been awHle.","I’m glad you wanna eat my a*s too, it’s been awhile.","I’rri glacl you vvariria eat rriy ass too, it’s beeri avvhile.","I’nn g1αcl yομ ωαηηα eατ nny αss τοο, 1τ’s βeeη αωh11e.","I’m glad you wanna eat my sas too, it’s been awhile.","I’m glad you wanna eat my a too, it’s been awhile.","I’m glad you wanna eat my ase too, it’s been awhile.","I’m glad you wanna eat my culo too, it’s been awhile.","I’m glad you wanna eat my a,ss too, it’s been awhile.","I’m glad you wanna eat my as s too, it’s been awhile."
0,I am serious about the fucking.,I am senous about the fuding.,I am serious about the f**king.,I arri serious about the fuc1<irig.,I αnn ser1ομs αβομτ τhe fμ(l<1ηg.,I am serious about the fukcing.,I am serious about the fing.,I am serious about the facking.,I am serious about the mierdaing.,"I am serious about the fuc,king.",I am serious about the fu cking.
0,Me too.,Me too.,Me too.,Me too.,Me τοο.,Me too.,Me too.,Me too.,Me too.,Me too.,Me too.
0,"No, do you have a dildo or a vibrator? I want you to put it up your ass.","No, do you have a dildo or a vibrator? I want you to put it up your ass.","No, do you have a d**do or a vibrator? I want you to put it up your a*s.","No, clo you have a clilclo or a vibrator? I vvarit you to put it up your ass.","Nο, clο yομ hαve α cl11clο οr α v1βrατοr? I ωαητ yομ το ρμτ 1τ μρ yομr αss.","No, do you have a didlo or a vibrator? I want you to put it up your sas.","No, do you have a d or a vibrator? I want you to put it up your a.","No, do you have a dildo or a vibrator? I want you to put it up your ase.","No, do you have a dildo or a vibrator? I want you to put it up your culo.","No, do you have a d,ild,o or a vibrator? I want you to put it up your a,ss.","No, do you have a di ldo or a vibrator? I want you to put it up your as s."
0,I will wait.,I will wait.,I will wait.,I vvill vvait.,I ω111 ωα1τ.,I will wait.,I will wait.,I will wait.,I will wait.,I will wait.,I will wait.
0,OK I’ve got it.,OK I’ve got it.,OK I’ve got it.,O1< I’ve got it.,OK I’ve gοτ 1τ.,OK I’ve got it.,OK I’ve got it.,OK I’ve got it.,OK I’ve got it.,OK I’ve got it.,OK I’ve got it.
0,OMG I can’t believe I’m doing this. It’s HUGE!,OMG I can’t believe I’m doing tHs. It’s HUGE!,OMG I can’t believe I’m doing this. It’s HUGE!,OMG I cari’t believe I’rri cloirig this. It’s 1-1UGE!,OMG I (αη’τ βe11eve I’nn clο1ηg τh1s. Iτ’s HUGE!,OMG I can’t believe I’m doing this. It’s HUGE!,OMG I can’t believe I’m doing this. It’s HUGE!,OMG I can’t believe I’m doing this. It’s HUGE!,OMG I can’t believe I’m doing this. It’s HUGE!,OMG I can’t believe I’m doing this. It’s HUGE!,OMG I can’t believe I’m doing this. It’s HUGE!
0,Dunno if I can get it all in but I will try.  😉,Dumo if I can get it all in but I will try.  😉,Dunno if I can get it all in but I will try.  😉,1)uririo if I cari get it all iri but I vvill try.  😉,Dμηηο 1f I (αη geτ 1τ α11 1η βμτ I ω111 τry.  😉,Dunno if I can get it all in but I will try.  😉,Dunno if I can get it all in but I will try.  😉,Dunno if I can get it all in but I will try.  😉,Dunno if I can get it all in but I will try.  😉,Dunno if I can get it all in but I will try.  😉,Dunno if I can get it all in but I will try.  😉
0,Good girl.,Good girl.,Good girl.,Goocl girl.,Gοοcl g1r1.,Good girl.,Good girl.,Good girl.,Good girl.,Good girl.,Good girl.
0,Lube up.,Lube up.,Lube up.,1_ube up.,Lμβe μρ.,Lube up.,Lube up.,Lube up.,Lube up.,Lube up.,Lube up.
0,"I have a thick rubber dildo, about 9″ but very wide head especially.","I have a tHd rubber dildo, about 9″ but very wide head espedally.","I have a thick rubber d**do, about 9″ but very wide head especially.","I have a thic1< rubber clilclo, about 9″ but very vvicle heacl especially.","I hαve α τh1(l< rμββer cl11clο, αβομτ 9″ βμτ very ω1cle heαcl esρe(1α11y.","I have a thick rubber didlo, about 9″ but very wide heda especially.","I have a thick rubber d, about 9″ but very wide h especially.","I have a thick rubber dildo, about 9″ but very wide head especially.","I have a thick rubber dildo, about 9″ but very wide head especially.","I have a thick rubber d,ild,o, about 9″ but very wide he,,ad especially.","I have a thick rubber di ldo, about 9″ but very wide hea d especially."
0,What color?,What color?,What color?,VVhat color?,Whατ (ο1οr?,What color?,What color?,What color?,What color?,What color?,What color?
0,Purple. Clear-ish. Sparkles.,Purple. Clear-ish. Sparkles.,Purple. Clear-ish. Sparkles.,Purple. Clear-ish. Spar1<les.,Pμrρ1e. C1eαr-1sh. Sραrl<1es.,Purple. Clear-ish. Sparkles.,Purple. Clear-ish. Sparkles.,Purple. Clear-ish. Sparkles.,Purple. Clear-ish. Sparkles.,Purple. Clear-ish. Sparkles.,Purple. Clear-ish. Sparkles.
0,Cute.,Cute.,Cute.,Cute.,Cμτe.,Cute.,Cute.,Cute.,Cute.,Cute.,Cute.
0,Shut up I’m tickling my ass with the fat head. heheh,Shut up I’m tidling my ass with the fat head. heheh,Shut up I’m tickling my a*s with the fat head. heheh,Shut up I’rri tic1<lirig rriy ass vvith the fat heacl. heheh,Shμτ μρ I’nn τ1(l<11ηg nny αss ω1τh τhe fατ heαcl. heheh,Shut up I’m tickling my sas with the fat heda. heheh,Shut up I’m tickling my a with the fat h. heheh,Shut up I’m tickling my ase with the fat head. heheh,Shut up I’m tickling my culo with the fat head. heheh,"Shut up I’m tickling my a,ss with the fat he,,ad. heheh",Shut up I’m tickling my as s with the fat hea d. heheh
0,All slippery with lube. Been so long. Pucker! Whoo!,All slippery with lube. Been so long. Puder! Whoo!,All slippery with lube. Been so long. Pucker! Whoo!,All slippery vvith lube. 13eeri so lorig. Puc1<er! VVhoo!,Α11 s11ρρery ω1τh 1μβe. Beeη sο 1οηg. Pμ(l<er! Whοο!,All slippery with lube. Been so long. Pucker! Whoo!,All slippery with lube. Been so long. Pucker! Whoo!,All slippery with lube. Been so long. Pucker! Whoo!,All slippery with lube. Been so long. Pucker! Whoo!,All slippery with lube. Been so long. Pucker! Whoo!,All slippery with lube. Been so long. Pucker! Whoo!
0,You are funny. Keep going.,You are fumy. Keep going.,You are funny. Keep going.,You are fuririy. 1<eep goirig.,Yομ αre fμηηy. Keeρ gο1ηg.,You are funny. Keep going.,You are funny. Keep going.,You are funny. Keep going.,You are funny. Keep going.,You are funny. Keep going.,You are funny. Keep going.
0,"I am! OMG so nice. I’m on my back, knees bent.","I am! OMG so mce. I’m on my bad, knees bent.","I am! OMG so nice. I’m on my back, knees bent.","I arri! OMG so riice. I’rri ori rriy bac1<, 1<riees berit.","I αnn! OMG sο η1(e. I’nn οη nny βα(l<, l<ηees βeητ.","I am! OMG so nice. I’m on my back, knees bent.","I am! OMG so nice. I’m on my back, knees bent.","I am! OMG so nice. I’m on my back, knees bent.","I am! OMG so nice. I’m on my back, knees bent.","I am! OMG so nice. I’m on my back, knees bent.","I am! OMG so nice. I’m on my back, knees bent."
0,Legs crossed and in the air.,Legs crossed and in the air.,Legs crossed and in the air.,1_egs crossecl aricl iri the air.,Legs (rοssecl αηcl 1η τhe α1r.,Legs crossed and in the air.,Legs crossed and in the air.,Legs crossed and in the air.,Legs crossed and in the air.,Legs crossed and in the air.,Legs crossed and in the air.
